Year,Race,Driver,Team,LapNumber,LapTime_seconds,Position,TireCompound,TireAge,PositionGroup,driver_win_rate,start_position,positions_gained,tire_degradation,race_phase,team_reliability
2025,17,HUL,Kick Sauber,44.0,104.962,16.0,MEDIUM,8.0,16-20,0.0,17.0,1.0,0.48400000000000887,Late,55.55555555555556
2025,17,HUL,Kick Sauber,45.0,104.465,16.0,MEDIUM,9.0,16-20,0.0,17.0,1.0,-0.4969999999999999,Late,55.55555555555556
2025,17,HUL,Kick Sauber,46.0,104.647,16.0,MEDIUM,10.0,16-20,0.0,17.0,1.0,0.18200000000000216,Late,55.55555555555556
2025,17,HUL,Kick Sauber,47.0,104.37,16.0,MEDIUM,11.0,16-20,0.0,17.0,1.0,-0.277000000000001,Late,55.55555555555556
2025,17,HUL,Kick Sauber,48.0,105.474,16.0,MEDIUM,12.0,16-20,0.0,17.0,1.0,1.1039999999999992,Late,55.55555555555556
2025,17,HUL,Kick Sauber,49.0,104.741,16.0,MEDIUM,13.0,16-20,0.0,17.0,1.0,-0.7330000000000041,Late,55.55555555555556
2025,17,HUL,Kick Sauber,50.0,104.582,16.0,MEDIUM,14.0,16-20,0.0,17.0,1.0,-0.15900000000000603,Late,55.55555555555556
2025,17,HUL,Kick Sauber,51.0,104.529,16.0,MEDIUM,15.0,16-20,0.0,17.0,1.0,-0.05299999999999727,Late,55.55555555555556
2025,17,STR,Aston Martin,1.0,147.285,13.0,MEDIUM,4.0,11-15,0.0,13.0,0.0,-0.018999999999991246,Early,61.111111111111114
2025,17,STR,Aston Martin,2.0,107.1495,13.0,MEDIUM,5.0,11-15,0.0,13.0,0.0,-40.13549999999999,Early,61.111111111111114
2025,17,STR,Aston Martin,3.0,107.1495,13.0,MEDIUM,6.0,11-15,0.0,13.0,0.0,0.0,Early,61.111111111111114
2025,17,STR,Aston Martin,4.0,107.1495,13.0,MEDIUM,7.0,11-15,0.0,13.0,0.0,0.0,Early,61.111111111111114
2025,17,STR,Aston Martin,5.0,113.262,14.0,MEDIUM,8.0,11-15,0.0,13.0,-1.0,6.112499999999997,Early,61.111111111111114
2025,17,STR,Aston Martin,6.0,109.869,14.0,MEDIUM,9.0,11-15,0.0,13.0,-1.0,-3.3930000000000007,Early,61.111111111111114
2025,17,STR,Aston Martin,7.0,108.75,14.0,MEDIUM,10.0,11-15,0.0,13.0,-1.0,-1.1189999999999998,Early,61.111111111111114
2025,17,STR,Aston Martin,8.0,108.164,14.0,MEDIUM,11.0,11-15,0.0,13.0,-1.0,-0.5859999999999985,Early,61.111111111111114
2025,17,STR,Aston Martin,9.0,107.62,14.0,MEDIUM,12.0,11-15,0.0,13.0,-1.0,-0.5439999999999969,Early,61.111111111111114
2025,17,STR,Aston Martin,10.0,107.877,14.0,MEDIUM,13.0,11-15,0.0,13.0,-1.0,0.2569999999999908,Early,61.111111111111114
2025,17,STR,Aston Martin,11.0,107.579,14.0,MEDIUM,14.0,11-15,0.0,13.0,-1.0,-0.2980000000000018,Early,61.111111111111114
2025,17,STR,Aston Martin,12.0,107.931,14.0,MEDIUM,15.0,11-15,0.0,13.0,-1.0,0.35200000000000387,Early,61.111111111111114
2025,17,STR,Aston Martin,13.0,107.941,14.0,MEDIUM,16.0,11-15,0.0,13.0,-1.0,0.010000000000005116,Early,61.111111111111114
2025,17,STR,Aston Martin,14.0,107.495,14.0,MEDIUM,17.0,11-15,0.0,13.0,-1.0,-0.44599999999999795,Early,61.111111111111114
2025,17,STR,Aston Martin,15.0,108.587,14.0,MEDIUM,18.0,11-15,0.0,13.0,-1.0,1.0919999999999987,Early,61.111111111111114
2025,17,STR,Aston Martin,16.0,107.993,13.0,MEDIUM,19.0,11-15,0.0,13.0,0.0,-0.5940000000000083,Middle,61.111111111111114
2025,17,STR,Aston Martin,17.0,107.343,13.0,MEDIUM,20.0,11-15,0.0,13.0,0.0,-0.6499999999999915,Middle,61.111111111111114
2025,17,STR,Aston Martin,18.0,107.197,13.0,MEDIUM,21.0,11-15,0.0,13.0,0.0,-0.1460000000000008,Middle,61.111111111111114
2025,17,STR,Aston Martin,19.0,107.334,13.0,MEDIUM,22.0,11-15,0.0,13.0,0.0,0.13700000000000045,Middle,61.111111111111114
2025,17,STR,Aston Martin,20.0,107.271,13.0,MEDIUM,23.0,11-15,0.0,13.0,0.0,-0.06300000000000239,Middle,61.111111111111114
2025,17,STR,Aston Martin,21.0,106.947,13.0,MEDIUM,24.0,11-15,0.0,13.0,0.0,-0.32399999999999807,Middle,61.111111111111114
2025,17,STR,Aston Martin,22.0,107.394,12.0,MEDIUM,25.0,11-15,0.0,13.0,1.0,0.44700000000000273,Middle,61.111111111111114
2025,17,STR,Aston Martin,23.0,107.235,12.0,MEDIUM,26.0,11-15,0.0,13.0,1.0,-0.15900000000000603,Middle,61.111111111111114
2025,17,STR,Aston Martin,24.0,107.093,12.0,MEDIUM,27.0,11-15,0.0,13.0,1.0,-0.1419999999999959,Middle,61.111111111111114
2025,17,STR,Aston Martin,25.0,107.061,12.0,MEDIUM,28.0,11-15,0.0,13.0,1.0,-0.031999999999996476,Middle,61.111111111111114
2025,17,STR,Aston Martin,26.0,107.259,12.0,MEDIUM,29.0,11-15,0.0,13.0,1.0,0.1979999999999933,Middle,61.111111111111114
2025,17,STR,Aston Martin,27.0,106.821,11.0,MEDIUM,30.0,11-15,0.0,13.0,2.0,-0.4380000000000024,Middle,61.111111111111114
2025,17,STR,Aston Martin,28.0,107.102,11.0,MEDIUM,31.0,11-15,0.0,13.0,2.0,0.2810000000000059,Middle,61.111111111111114
2025,17,STR,Aston Martin,29.0,107.036,11.0,MEDIUM,32.0,11-15,0.0,13.0,2.0,-0.0660000000000025,Middle,61.111111111111114
2025,17,STR,Aston Martin,30.0,107.258,11.0,MEDIUM,33.0,11-15,0.0,13.0,2.0,0.2219999999999942,Middle,61.111111111111114
2025,17,STR,Aston Martin,31.0,106.909,11.0,MEDIUM,34.0,11-15,0.0,13.0,2.0,-0.34899999999998954,Middle,61.111111111111114
2025,17,STR,Aston Martin,32.0,106.634,11.0,MEDIUM,35.0,11-15,0.0,13.0,2.0,-0.2750000000000057,Middle,61.111111111111114
2025,17,STR,Aston Martin,33.0,106.442,11.0,MEDIUM,36.0,11-15,0.0,13.0,2.0,-0.19200000000000728,Middle,61.111111111111114
2025,17,STR,Aston Martin,34.0,106.755,11.0,MEDIUM,37.0,11-15,0.0,13.0,2.0,0.3130000000000024,Middle,61.111111111111114
2025,17,STR,Aston Martin,35.0,106.75,11.0,MEDIUM,38.0,11-15,0.0,13.0,2.0,-0.0049999999999954525,Middle,61.111111111111114
2025,17,STR,Aston Martin,36.0,106.668,11.0,MEDIUM,39.0,11-15,0.0,13.0,2.0,-0.08199999999999363,Middle,61.111111111111114
2025,17,STR,Aston Martin,37.0,110.968,14.0,MEDIUM,40.0,11-15,0.0,13.0,-1.0,4.299999999999997,Middle,61.111111111111114
2025,17,STR,Aston Martin,38.0,125.487,17.0,HARD,1.0,16-20,0.0,13.0,-4.0,-0.018999999999991246,Middle,61.111111111111114
2025,17,STR,Aston Martin,39.0,105.555,17.0,HARD,2.0,16-20,0.0,13.0,-4.0,-19.931999999999988,Middle,61.111111111111114
2025,17,STR,Aston Martin,40.0,105.745,17.0,HARD,3.0,16-20,0.0,13.0,-4.0,0.18999999999999773,Middle,61.111111111111114
2025,17,STR,Aston Martin,41.0,105.798,17.0,HARD,4.0,16-20,0.0,13.0,-4.0,0.05299999999999727,Late,61.111111111111114
2025,17,STR,Aston Martin,42.0,105.789,17.0,HARD,5.0,16-20,0.0,13.0,-4.0,-0.009000000000000341,Late,61.111111111111114
2025,17,STR,Aston Martin,43.0,105.623,17.0,HARD,6.0,16-20,0.0,13.0,-4.0,-0.16599999999999682,Late,61.111111111111114
2025,17,STR,Aston Martin,44.0,105.651,17.0,HARD,7.0,16-20,0.0,13.0,-4.0,0.027999999999991587,Late,61.111111111111114
2025,17,STR,Aston Martin,45.0,105.356,17.0,HARD,8.0,16-20,0.0,13.0,-4.0,-0.2950000000000017,Late,61.111111111111114
2025,17,STR,Aston Martin,46.0,105.453,17.0,HARD,9.0,16-20,0.0,13.0,-4.0,0.09700000000000841,Late,61.111111111111114
2025,17,STR,Aston Martin,47.0,105.394,17.0,HARD,10.0,16-20,0.0,13.0,-4.0,-0.0589999999999975,Late,61.111111111111114
2025,17,STR,Aston Martin,48.0,105.5,17.0,HARD,11.0,16-20,0.0,13.0,-4.0,0.10599999999999454,Late,61.111111111111114
2025,17,STR,Aston Martin,49.0,105.676,17.0,HARD,12.0,16-20,0.0,13.0,-4.0,0.17600000000000193,Late,61.111111111111114
2025,17,STR,Aston Martin,50.0,105.083,17.0,HARD,13.0,16-20,0.0,13.0,-4.0,-0.5930000000000035,Late,61.111111111111114
2025,17,STR,Aston Martin,51.0,108.204,17.0,HARD,14.0,16-20,0.0,13.0,-4.0,3.120999999999995,Late,61.111111111111114
2025,17,GAS,Alpine,1.0,151.813,16.0,HARD,1.0,16-20,0.0,16.0,0.0,-0.018999999999991246,Early,16.666666666666664
2025,17,GAS,Alpine,2.0,107.381,16.0,HARD,2.0,16-20,0.0,16.0,0.0,-44.43199999999999,Early,16.666666666666664
2025,17,GAS,Alpine,3.0,107.381,16.0,HARD,3.0,16-20,0.0,16.0,0.0,0.0,Early,16.666666666666664
2025,17,GAS,Alpine,4.0,107.381,16.0,HARD,4.0,16-20,0.0,16.0,0.0,0.0,Early,16.666666666666664
2025,17,GAS,Alpine,5.0,114.315,16.0,HARD,5.0,16-20,0.0,16.0,0.0,6.9339999999999975,Early,16.666666666666664
2025,17,GAS,Alpine,6.0,109.686,16.0,HARD,6.0,16-20,0.0,16.0,0.0,-4.628999999999991,Early,16.666666666666664
2025,17,GAS,Alpine,7.0,108.84,16.0,HARD,7.0,16-20,0.0,16.0,0.0,-0.8460000000000036,Early,16.666666666666664
2025,17,GAS,Alpine,8.0,108.481,16.0,HARD,8.0,16-20,0.0,16.0,0.0,-0.35900000000000887,Early,16.666666666666664
2025,17,GAS,Alpine,9.0,107.775,16.0,HARD,9.0,16-20,0.0,16.0,0.0,-0.7059999999999889,Early,16.666666666666664
2025,17,GAS,Alpine,10.0,107.381,16.0,HARD,10.0,16-20,0.0,16.0,0.0,-0.39400000000000546,Early,16.666666666666664
2025,17,GAS,Alpine,11.0,107.995,16.0,HARD,11.0,16-20,0.0,16.0,0.0,0.6140000000000043,Early,16.666666666666664
2025,17,GAS,Alpine,12.0,108.068,16.0,HARD,12.0,16-20,0.0,16.0,0.0,0.07299999999999329,Early,16.666666666666664
2025,17,GAS,Alpine,13.0,108.746,17.0,HARD,13.0,16-20,0.0,16.0,-1.0,0.6779999999999973,Early,16.666666666666664
2025,17,GAS,Alpine,14.0,107.832,17.0,HARD,14.0,16-20,0.0,16.0,-1.0,-0.9140000000000015,Early,16.666666666666664
2025,17,GAS,Alpine,15.0,108.928,17.0,HARD,15.0,16-20,0.0,16.0,-1.0,1.0960000000000036,Early,16.666666666666664
2025,17,GAS,Alpine,16.0,109.255,18.0,HARD,16.0,16-20,0.0,16.0,-2.0,0.3269999999999982,Middle,16.666666666666664
2025,17,GAS,Alpine,17.0,107.848,17.0,HARD,17.0,16-20,0.0,16.0,-1.0,-1.4069999999999965,Middle,16.666666666666664
2025,17,GAS,Alpine,18.0,107.536,17.0,HARD,18.0,16-20,0.0,16.0,-1.0,-0.3119999999999976,Middle,16.666666666666664
2025,17,GAS,Alpine,19.0,107.698,17.0,HARD,19.0,16-20,0.0,16.0,-1.0,0.16199999999999193,Middle,16.666666666666664
2025,17,GAS,Alpine,20.0,107.26,17.0,HARD,20.0,16-20,0.0,16.0,-1.0,-0.4379999999999882,Middle,16.666666666666664
2025,17,GAS,Alpine,21.0,107.497,17.0,HARD,21.0,16-20,0.0,16.0,-1.0,0.23699999999999477,Middle,16.666666666666664
2025,17,GAS,Alpine,22.0,107.505,16.0,HARD,22.0,16-20,0.0,16.0,0.0,0.007999999999995566,Middle,16.666666666666664
2025,17,GAS,Alpine,23.0,107.096,16.0,HARD,23.0,16-20,0.0,16.0,0.0,-0.4089999999999918,Middle,16.666666666666664
2025,17,GAS,Alpine,24.0,107.211,16.0,HARD,24.0,16-20,0.0,16.0,0.0,0.11499999999999488,Middle,16.666666666666664
2025,17,GAS,Alpine,25.0,106.99,16.0,HARD,25.0,16-20,0.0,16.0,0.0,-0.22100000000000364,Middle,16.666666666666664
2025,17,GAS,Alpine,26.0,106.938,16.0,HARD,26.0,16-20,0.0,16.0,0.0,-0.0519999999999925,Middle,16.666666666666664
2025,17,GAS,Alpine,27.0,107.281,15.0,HARD,27.0,11-15,0.0,16.0,1.0,0.3430000000000035,Middle,16.666666666666664
2025,17,GAS,Alpine,28.0,107.541,16.0,HARD,28.0,16-20,0.0,16.0,0.0,0.2599999999999909,Middle,16.666666666666664
2025,17,GAS,Alpine,29.0,108.239,16.0,HARD,29.0,16-20,0.0,16.0,0.0,0.6980000000000075,Middle,16.666666666666664
2025,17,GAS,Alpine,30.0,107.758,16.0,HARD,30.0,16-20,0.0,16.0,0.0,-0.48100000000000875,Middle,16.666666666666664
2025,17,GAS,Alpine,31.0,107.129,16.0,HARD,31.0,16-20,0.0,16.0,0.0,-0.6289999999999907,Middle,16.666666666666664
2025,17,GAS,Alpine,32.0,106.841,16.0,HARD,32.0,16-20,0.0,16.0,0.0,-0.2880000000000109,Middle,16.666666666666664
2025,17,GAS,Alpine,33.0,106.719,16.0,HARD,33.0,16-20,0.0,16.0,0.0,-0.12199999999999989,Middle,16.666666666666664
2025,17,GAS,Alpine,34.0,106.716,16.0,HARD,34.0,16-20,0.0,16.0,0.0,-0.0030000000000001137,Middle,16.666666666666664
2025,17,GAS,Alpine,35.0,110.71,18.0,HARD,35.0,16-20,0.0,16.0,-2.0,3.9939999999999998,Middle,16.666666666666664
2025,17,GAS,Alpine,36.0,124.665,19.0,MEDIUM,1.0,16-20,0.0,16.0,-3.0,-0.018999999999991246,Middle,16.666666666666664
2025,17,GAS,Alpine,37.0,105.492,19.0,MEDIUM,2.0,16-20,0.0,16.0,-3.0,-19.173000000000002,Middle,16.666666666666664
2025,17,GAS,Alpine,38.0,105.636,19.0,MEDIUM,3.0,16-20,0.0,16.0,-3.0,0.14399999999999125,Middle,16.666666666666664
2025,17,GAS,Alpine,39.0,105.791,19.0,MEDIUM,4.0,16-20,0.0,16.0,-3.0,0.15500000000000114,Middle,16.666666666666664
2025,17,GAS,Alpine,40.0,105.714,19.0,MEDIUM,5.0,16-20,0.0,16.0,-3.0,-0.07699999999999818,Middle,16.666666666666664
2025,17,GAS,Alpine,41.0,106.908,19.0,MEDIUM,6.0,16-20,0.0,16.0,-3.0,1.1940000000000026,Late,16.666666666666664
2025,17,GAS,Alpine,42.0,106.49,19.0,MEDIUM,7.0,16-20,0.0,16.0,-3.0,-0.41800000000000637,Late,16.666666666666664
2025,17,GAS,Alpine,43.0,106.25,19.0,MEDIUM,8.0,16-20,0.0,16.0,-3.0,-0.23999999999999488,Late,16.666666666666664
2025,17,GAS,Alpine,44.0,106.973,19.0,MEDIUM,9.0,16-20,0.0,16.0,-3.0,0.722999999999999,Late,16.666666666666664
2025,17,GAS,Alpine,45.0,106.574,19.0,MEDIUM,10.0,16-20,0.0,16.0,-3.0,-0.3990000000000009,Late,16.666666666666664
2025,17,GAS,Alpine,46.0,106.106,19.0,MEDIUM,11.0,16-20,0.0,16.0,-3.0,-0.4680000000000035,Late,16.666666666666664
2025,17,GAS,Alpine,47.0,106.337,19.0,MEDIUM,12.0,16-20,0.0,16.0,-3.0,0.23100000000000875,Late,16.666666666666664
2025,17,GAS,Alpine,48.0,108.051,18.0,MEDIUM,13.0,16-20,0.0,16.0,-2.0,1.7139999999999986,Late,16.666666666666664
2025,17,GAS,Alpine,49.0,105.623,18.0,MEDIUM,14.0,16-20,0.0,16.0,-2.0,-2.4279999999999973,Late,16.666666666666664
2025,17,GAS,Alpine,50.0,105.628,18.0,MEDIUM,15.0,16-20,0.0,16.0,-2.0,0.0049999999999954525,Late,16.666666666666664
2025,17,COL,Alpine,1.0,148.905,14.0,MEDIUM,1.0,11-15,0.0,14.0,0.0,-0.018999999999991246,Early,16.666666666666664
2025,17,COL,Alpine,2.0,106.916,14.0,MEDIUM,2.0,11-15,0.0,14.0,0.0,-41.989000000000004,Early,16.666666666666664
2025,17,COL,Alpine,3.0,106.916,14.0,MEDIUM,3.0,11-15,0.0,14.0,0.0,0.0,Early,16.666666666666664
2025,17,COL,Alpine,4.0,106.916,14.0,MEDIUM,4.0,11-15,0.0,14.0,0.0,0.0,Early,16.666666666666664
2025,17,COL,Alpine,5.0,112.759,13.0,MEDIUM,5.0,11-15,0.0,14.0,1.0,5.8430000000000035,Early,16.666666666666664
2025,17,COL,Alpine,6.0,109.535,13.0,MEDIUM,6.0,11-15,0.0,14.0,1.0,-3.2240000000000038,Early,16.666666666666664
2025,17,COL,Alpine,7.0,108.843,13.0,MEDIUM,7.0,11-15,0.0,14.0,1.0,-0.6919999999999931,Early,16.666666666666664
2025,17,COL,Alpine,8.0,107.671,13.0,MEDIUM,8.0,11-15,0.0,14.0,1.0,-1.171999999999997,Early,16.666666666666664
2025,17,COL,Alpine,9.0,107.998,13.0,MEDIUM,9.0,11-15,0.0,14.0,1.0,0.3269999999999982,Early,16.666666666666664
2025,17,COL,Alpine,10.0,107.94,13.0,MEDIUM,10.0,11-15,0.0,14.0,1.0,-0.058000000000006935,Early,16.666666666666664
2025,17,COL,Alpine,11.0,107.73,13.0,MEDIUM,11.0,11-15,0.0,14.0,1.0,-0.20999999999999375,Early,16.666666666666664
2025,17,COL,Alpine,12.0,108.13,13.0,MEDIUM,12.0,11-15,0.0,14.0,1.0,0.3999999999999915,Early,16.666666666666664
2025,17,COL,Alpine,13.0,107.873,13.0,MEDIUM,13.0,11-15,0.0,14.0,1.0,-0.2569999999999908,Early,16.666666666666664
2025,17,COL,Alpine,14.0,107.606,13.0,MEDIUM,14.0,11-15,0.0,14.0,1.0,-0.2670000000000101,Early,16.666666666666664
2025,17,COL,Alpine,15.0,108.678,13.0,MEDIUM,15.0,11-15,0.0,14.0,1.0,1.0720000000000027,Early,16.666666666666664
2025,17,COL,Alpine,16.0,110.98,16.0,MEDIUM,16.0,16-20,0.0,14.0,-2.0,2.3020000000000067,Middle,16.666666666666664
2025,17,COL,Alpine,17.0,136.628,19.0,HARD,1.0,16-20,0.0,14.0,-5.0,-0.018999999999991246,Middle,16.666666666666664
2025,17,COL,Alpine,18.0,107.552,19.0,HARD,2.0,16-20,0.0,14.0,-5.0,-29.07599999999998,Middle,16.666666666666664
2025,17,COL,Alpine,19.0,106.941,19.0,HARD,3.0,16-20,0.0,14.0,-5.0,-0.6110000000000042,Middle,16.666666666666664
2025,17,COL,Alpine,20.0,107.096,19.0,HARD,4.0,16-20,0.0,14.0,-5.0,0.15500000000000114,Middle,16.666666666666664
2025,17,COL,Alpine,21.0,107.166,19.0,HARD,5.0,16-20,0.0,14.0,-5.0,0.06999999999999318,Middle,16.666666666666664
2025,17,COL,Alpine,22.0,106.916,19.0,HARD,6.0,16-20,0.0,14.0,-5.0,-0.25,Middle,16.666666666666664
2025,17,COL,Alpine,23.0,106.766,19.0,HARD,7.0,16-20,0.0,14.0,-5.0,-0.14999999999999147,Middle,16.666666666666664
2025,17,COL,Alpine,24.0,107.125,19.0,HARD,8.0,16-20,0.0,14.0,-5.0,0.35899999999999466,Middle,16.666666666666664
2025,17,COL,Alpine,25.0,106.947,19.0,HARD,9.0,16-20,0.0,14.0,-5.0,-0.17799999999999727,Middle,16.666666666666664
2025,17,COL,Alpine,26.0,106.775,19.0,HARD,10.0,16-20,0.0,14.0,-5.0,-0.17199999999999704,Middle,16.666666666666664
2025,17,COL,Alpine,27.0,106.565,19.0,HARD,11.0,16-20,0.0,14.0,-5.0,-0.21000000000000796,Middle,16.666666666666664
2025,17,COL,Alpine,28.0,107.031,19.0,HARD,12.0,16-20,0.0,14.0,-5.0,0.4660000000000082,Middle,16.666666666666664
2025,17,COL,Alpine,29.0,106.875,19.0,HARD,13.0,16-20,0.0,14.0,-5.0,-0.1560000000000059,Middle,16.666666666666664
2025,17,COL,Alpine,30.0,106.567,19.0,HARD,14.0,16-20,0.0,14.0,-5.0,-0.30800000000000693,Middle,16.666666666666664
2025,17,COL,Alpine,31.0,106.693,19.0,HARD,15.0,16-20,0.0,14.0,-5.0,0.12600000000000477,Middle,16.666666666666664
2025,17,COL,Alpine,32.0,106.303,19.0,HARD,16.0,16-20,0.0,14.0,-5.0,-0.39000000000000057,Middle,16.666666666666664
2025,17,COL,Alpine,33.0,106.453,19.0,HARD,17.0,16-20,0.0,14.0,-5.0,0.15000000000000568,Middle,16.666666666666664
2025,17,COL,Alpine,34.0,106.293,19.0,HARD,18.0,16-20,0.0,14.0,-5.0,-0.1599999999999966,Middle,16.666666666666664
2025,17,COL,Alpine,35.0,106.498,19.0,HARD,19.0,16-20,0.0,14.0,-5.0,0.2049999999999983,Middle,16.666666666666664
2025,17,COL,Alpine,36.0,106.658,18.0,HARD,20.0,16-20,0.0,14.0,-4.0,0.1599999999999966,Middle,16.666666666666664
2025,17,COL,Alpine,37.0,106.281,18.0,HARD,21.0,16-20,0.0,14.0,-4.0,-0.37699999999999534,Middle,16.666666666666664
2025,17,COL,Alpine,38.0,106.681,18.0,HARD,22.0,16-20,0.0,14.0,-4.0,0.3999999999999915,Middle,16.666666666666664
2025,17,COL,Alpine,39.0,106.498,18.0,HARD,23.0,16-20,0.0,14.0,-4.0,-0.18299999999999272,Middle,16.666666666666664
2025,17,COL,Alpine,40.0,106.055,18.0,HARD,24.0,16-20,0.0,14.0,-4.0,-0.44299999999999784,Middle,16.666666666666664
2025,17,COL,Alpine,41.0,106.845,18.0,HARD,25.0,16-20,0.0,14.0,-4.0,0.789999999999992,Late,16.666666666666664
2025,17,COL,Alpine,42.0,106.375,18.0,HARD,26.0,16-20,0.0,14.0,-4.0,-0.46999999999999886,Late,16.666666666666664
2025,17,COL,Alpine,43.0,106.52,18.0,HARD,27.0,16-20,0.0,14.0,-4.0,0.14499999999999602,Late,16.666666666666664
2025,17,COL,Alpine,44.0,106.539,18.0,HARD,28.0,16-20,0.0,14.0,-4.0,0.019000000000005457,Late,16.666666666666664
2025,17,COL,Alpine,45.0,106.774,18.0,HARD,29.0,16-20,0.0,14.0,-4.0,0.23499999999999943,Late,16.666666666666664
2025,17,COL,Alpine,46.0,106.097,18.0,HARD,30.0,16-20,0.0,14.0,-4.0,-0.6770000000000067,Late,16.666666666666664
2025,17,COL,Alpine,47.0,106.338,18.0,HARD,31.0,16-20,0.0,14.0,-4.0,0.24099999999999966,Late,16.666666666666664
2025,17,COL,Alpine,48.0,108.436,19.0,HARD,32.0,16-20,0.0,14.0,-5.0,2.098000000000013,Late,16.666666666666664
2025,17,COL,Alpine,49.0,107.55,19.0,HARD,33.0,16-20,0.0,14.0,-5.0,-0.8860000000000099,Late,16.666666666666664
2025,17,COL,Alpine,50.0,106.158,19.0,HARD,34.0,16-20,0.0,14.0,-5.0,-1.391999999999996,Late,16.666666666666664
2025,17,PIA,McLaren,1.0,90.08,15.0,MEDIUM,1.0,11-15,0.0,15.0,0.0,-0.018999999999991246,Early,83.33333333333334
2025,18,RUS,Mercedes,1.0,103.905,1.0,MEDIUM,1.0,Top 5,0.0,1.0,0.0,-0.018999999999991246,Early,100.0
2025,18,RUS,Mercedes,2.0,99.149,1.0,MEDIUM,2.0,Top 5,0.0,1.0,0.0,-4.756,Early,100.0
2025,18,RUS,Mercedes,3.0,98.035,1.0,MEDIUM,3.0,Top 5,0.0,1.0,0.0,-1.1140000000000043,Early,100.0
2025,18,RUS,Mercedes,4.0,97.57,1.0,MEDIUM,4.0,Top 5,0.0,1.0,0.0,-0.4650000000000034,Early,100.0
2025,18,RUS,Mercedes,5.0,97.184,1.0,MEDIUM,5.0,Top 5,0.0,1.0,0.0,-0.3859999999999957,Early,100.0
2025,18,RUS,Mercedes,6.0,96.854,1.0,MEDIUM,6.0,Top 5,0.0,1.0,0.0,-0.3299999999999983,Early,100.0
2025,18,RUS,Mercedes,7.0,96.768,1.0,MEDIUM,7.0,Top 5,0.0,1.0,0.0,-0.08599999999999852,Early,100.0
2025,18,RUS,Mercedes,8.0,96.655,1.0,MEDIUM,8.0,Top 5,0.0,1.0,0.0,-0.11299999999999955,Early,100.0
2025,18,RUS,Mercedes,9.0,96.726,1.0,MEDIUM,9.0,Top 5,0.0,1.0,0.0,0.07099999999999795,Early,100.0
2025,18,RUS,Mercedes,10.0,96.665,1.0,MEDIUM,10.0,Top 5,0.0,1.0,0.0,-0.06099999999999284,Early,100.0
2025,18,RUS,Mercedes,11.0,96.712,1.0,MEDIUM,11.0,Top 5,0.0,1.0,0.0,0.046999999999997044,Early,100.0
2025,18,RUS,Mercedes,12.0,96.485,1.0,MEDIUM,12.0,Top 5,0.0,1.0,0.0,-0.22700000000000387,Early,100.0
2025,18,RUS,Mercedes,13.0,96.63,1.0,MEDIUM,13.0,Top 5,0.0,1.0,0.0,0.14499999999999602,Early,100.0
2025,18,RUS,Mercedes,14.0,96.822,1.0,MEDIUM,14.0,Top 5,0.0,1.0,0.0,0.19200000000000728,Early,100.0
2025,18,RUS,Mercedes,15.0,97.152,1.0,MEDIUM,15.0,Top 5,0.0,1.0,0.0,0.3299999999999983,Early,100.0
2025,18,RUS,Mercedes,16.0,96.903,1.0,MEDIUM,16.0,Top 5,0.0,1.0,0.0,-0.24899999999999523,Middle,100.0
2025,18,RUS,Mercedes,17.0,96.973,1.0,MEDIUM,17.0,Top 5,0.0,1.0,0.0,0.06999999999999318,Middle,100.0
2025,18,RUS,Mercedes,18.0,97.039,1.0,MEDIUM,18.0,Top 5,0.0,1.0,0.0,0.0660000000000025,Middle,100.0
2025,18,RUS,Mercedes,19.0,96.916,1.0,MEDIUM,19.0,Top 5,0.0,1.0,0.0,-0.12300000000000466,Middle,100.0
2025,18,RUS,Mercedes,20.0,97.259,1.0,MEDIUM,20.0,Top 5,0.0,1.0,0.0,0.3430000000000035,Middle,100.0
2025,18,RUS,Mercedes,21.0,97.109,1.0,MEDIUM,21.0,Top 5,0.0,1.0,0.0,-0.15000000000000568,Middle,100.0
2025,18,RUS,Mercedes,22.0,97.226,1.0,MEDIUM,22.0,Top 5,0.0,1.0,0.0,0.11700000000000443,Middle,100.0
2025,18,RUS,Mercedes,23.0,97.158,1.0,MEDIUM,23.0,Top 5,0.0,1.0,0.0,-0.06799999999999784,Middle,100.0
2025,18,RUS,Mercedes,24.0,97.199,1.0,MEDIUM,24.0,Top 5,0.0,1.0,0.0,0.04099999999999682,Middle,100.0
2025,18,RUS,Mercedes,25.0,103.178,1.0,MEDIUM,25.0,Top 5,0.0,1.0,0.0,5.978999999999999,Middle,100.0
2025,18,RUS,Mercedes,26.0,113.098,3.0,HARD,1.0,Top 5,0.0,1.0,-2.0,-0.018999999999991246,Middle,100.0
2025,18,RUS,Mercedes,27.0,95.676,2.0,HARD,2.0,Top 5,0.0,1.0,-1.0,-17.421999999999997,Middle,100.0
2025,18,RUS,Mercedes,28.0,95.843,1.0,HARD,3.0,Top 5,0.0,1.0,0.0,0.1670000000000016,Middle,100.0
2025,18,RUS,Mercedes,29.0,95.795,1.0,HARD,4.0,Top 5,0.0,1.0,0.0,-0.04800000000000182,Middle,100.0
2025,18,RUS,Mercedes,30.0,96.027,1.0,HARD,5.0,Top 5,0.0,1.0,0.0,0.23199999999999932,Middle,100.0
2025,18,RUS,Mercedes,31.0,95.912,1.0,HARD,6.0,Top 5,0.0,1.0,0.0,-0.11499999999999488,Middle,100.0
